x-axis,2
second,Volt
+1.0044000E-03,-7.8125000E-03
+1.0045000E-03,-7.8125000E-03
+1.0046000E-03,-7.8125000E-03
+1.0047000E-03,-7.8125000E-03
+1.0048000E-03,-7.8125000E-03
+1.0049000E-03,-7.8125000E-03
+1.0050000E-03,-7.8125000E-03
+1.0051000E-03,-7.8125000E-03
+1.0052000E-03,-7.8125000E-03
+1.0053000E-03,-7.8125000E-03
+1.0054000E-03,-7.8125000E-03
+1.0055000E-03,-7.8125000E-03
+1.0056000E-03,-7.8125000E-03
+1.0057000E-03,-7.8125000E-03
+1.0058000E-03,-7.8125000E-03
+1.0059000E-03,-7.8125000E-03
+1.0060000E-03,-7.8125000E-03
+1.0061000E-03,-7.8125000E-03
+1.0062000E-03,-7.8125000E-03
+1.0063000E-03,-7.8125000E-03
+1.0064000E-03,-7.8125000E-03
+1.0065000E-03,-7.8125000E-03
+1.0066000E-03,-7.8125000E-03
+1.0067000E-03,-7.8125000E-03
+1.0068000E-03,-7.8125000E-03
+1.0069000E-03,-7.8125000E-03
+1.0070000E-03,-7.8125000E-03
+1.0071000E-03,-7.8125000E-03
+1.0072000E-03,-7.8125000E-03
+1.0073000E-03,-7.8125000E-03
+1.0074000E-03,-7.8125000E-03
+1.0075000E-03,-7.8125000E-03
+1.0076000E-03,-7.8125000E-03
+1.0077000E-03,-7.8125000E-03
+1.0078000E-03,-7.8125000E-03
+1.0079000E-03,-7.8125000E-03
+1.0080000E-03,-7.8125000E-03
+1.0081000E-03,-7.8125000E-03
+1.0082000E-03,-7.8125000E-03
+1.0083000E-03,-7.8125000E-03
+1.0084000E-03,-7.8125000E-03
+1.0085000E-03,-7.8125000E-03
+1.0086000E-03,-7.8125000E-03
+1.0087000E-03,-7.8125000E-03
+1.0088000E-03,-7.8125000E-03
+1.0089000E-03,-7.8125000E-03
+1.0090000E-03,-7.8125000E-03
+1.0091000E-03,-7.8125000E-03
+1.0092000E-03,-7.8125000E-03
+1.0093000E-03,-7.8125000E-03
+1.0094000E-03,-7.8125000E-03
+1.0095000E-03,-7.8125000E-03
+1.0096000E-03,-7.8125000E-03
+1.0097000E-03,-7.8125000E-03
+1.0098000E-03,-7.8125000E-03
+1.0099000E-03,-7.8125000E-03
+1.0100000E-03,-7.8125000E-03
+1.0101000E-03,-7.8125000E-03
+1.0102000E-03,-7.8125000E-03
+1.0103000E-03,-7.8125000E-03
+1.0104000E-03,-7.8125000E-03
+1.0105000E-03,-7.8125000E-03
+1.0106000E-03,-7.8125000E-03
+1.0107000E-03,-7.8125000E-03
+1.0108000E-03,-7.8125000E-03
+1.0109000E-03,-7.8125000E-03
+1.0110000E-03,-7.8125000E-03
+1.0111000E-03,-7.8125000E-03
+1.0112000E-03,-7.8125000E-03
+1.0113000E-03,-7.8125000E-03
+1.0114000E-03,-7.8125000E-03
+1.0115000E-03,-7.8125000E-03
+1.0116000E-03,-7.8125000E-03
+1.0117000E-03,-7.8125000E-03
+1.0118000E-03,-7.8125000E-03
+1.0119000E-03,-7.8125000E-03
+1.0120000E-03,-7.8125000E-03
+1.0121000E-03,-7.8125000E-03
+1.0122000E-03,-7.8125000E-03
+1.0123000E-03,-7.8125000E-03
+1.0124000E-03,-7.8125000E-03
+1.0125000E-03,-7.8125000E-03
+1.0126000E-03,-7.8125000E-03
+1.0127000E-03,-7.8125000E-03
+1.0128000E-03,-7.8125000E-03
+1.0129000E-03,-7.8125000E-03
+1.0130000E-03,-7.8125000E-03
+1.0131000E-03,-7.8125000E-03
+1.0132000E-03,-7.8125000E-03
+1.0133000E-03,-7.8125000E-03
+1.0134000E-03,-7.8125000E-03
+1.0135000E-03,-7.8125000E-03
+1.0136000E-03,-7.8125000E-03
+1.0137000E-03,-7.8125000E-03
+1.0138000E-03,-7.8125000E-03
+1.0139000E-03,-9.7656250E-03
+1.0140000E-03,-7.8125000E-03
+1.0141000E-03,-7.8125000E-03
+1.0142000E-03,-298.8281249E-03
+1.0143000E-03,+931.6406252E-03
+1.0144000E-03,+3.8906249999E+00
+1.0145000E-03,+2.0820312498E+00
+1.0146000E-03,-767.5781248E-03
+1.0147000E-03,+1.8125000001E+00
+1.0148000E-03,+2.7187499998E+00
+1.0149000E-03,-363.2812500E-03
+1.0150000E-03,+380.8593751E-03
+1.0151000E-03,+1.4003906249E+00
+1.0152000E-03,-748.0468750E-03
+1.0153000E-03,-289.0624999E-03
+1.0154000E-03,+626.9531250E-03
+1.0155000E-03,-31.2500000E-03
+1.0156000E-03,-228.5156250E-03
+1.0157000E-03,+99.6093750E-03
+1.0158000E-03,+83.9843750E-03
+1.0159000E-03,-52.7343750E-03
+1.0160000E-03,-27.3437500E-03
+1.0161000E-03,+35.1562500E-03
+1.0162000E-03,-0.0E+00
+1.0163000E-03,-13.6718750E-03
+1.0164000E-03,+0.0E+00
+1.0165000E-03,-0.0E+00
