x-axis,1,2
second,Volt,Volt
+995.40000E-06,-62.50000000E-03,-156.25000000E-03
+995.45000E-06,-0.0E+00,-0.0E+00
+995.50000E-06,+0.0E+00,+0.0E+00
+995.55000E-06,+0.0E+00,+0.0E+00
+995.60000E-06,+0.0E+00,+156.25000000E-03
+995.65000E-06,+62.50000000E-03,+0.0E+00
+995.70000E-06,-62.50000000E-03,+0.0E+00
+995.75000E-06,-62.50000000E-03,+156.25000000E-03
+995.80000E-06,-0.0E+00,+156.25000000E-03
+995.85000E-06,+0.0E+00,-156.25000000E-03
+995.90000E-06,+0.0E+00,-0.0E+00
+995.95000E-06,+0.0E+00,+156.25000000E-03
+996.00000E-06,+0.0E+00,+0.0E+00
+996.05000E-06,+0.0E+00,+0.0E+00
+996.10000E-06,+0.0E+00,+156.25000000E-03
+996.15000E-06,-62.50000000E-03,+156.25000000E-03
+996.20000E-06,-62.50000000E-03,+0.0E+00
+996.25000E-06,-0.0E+00,+0.0E+00
+996.30000E-06,+0.0E+00,+156.25000000E-03
+996.35000E-06,+0.0E+00,-156.24999999E-03
+996.40000E-06,-62.50000000E-03,+156.24999999E-03
+996.45000E-06,-0.0E+00,+10.0000000000000E-12
+996.50000E-06,+0.0E+00,+156.24999999E-03
+996.55000E-06,+0.0E+00,-156.24999999E-03
+996.60000E-06,-62.50000000E-03,-10.0000000000000E-12
+996.65000E-06,-0.0E+00,+0.0E+00
+996.70000E-06,+0.0E+00,+0.0E+00
+996.75000E-06,-62.50000000E-03,+156.24999999E-03
+996.80000E-06,-0.0E+00,+10.0000000000000E-12
+996.85000E-06,+62.50000000E-03,-156.24999999E-03
+996.90000E-06,-62.49999999E-03,-10.0000000000000E-12
+996.95000E-06,-0.0E+00,+0.0E+00
+997.00000E-06,-62.50000000E-03,-156.24999999E-03
+997.05000E-06,+62.49999999E-03,-10.0000000000000E-12
+997.10000E-06,+0.0E+00,+0.0E+00
+997.15000E-06,+0.0E+00,+0.0E+00
+997.20000E-06,+0.0E+00,+156.24999999E-03
+997.25000E-06,+0.0E+00,+10.0000000000000E-12
+997.30000E-06,+0.0E+00,-156.24999999E-03
+997.35000E-06,-62.50000000E-03,-10.0000000000000E-12
+997.40000E-06,-62.50000000E-03,-156.24999999E-03
+997.45000E-06,-62.50000000E-03,-10.0000000000000E-12
+997.50000E-06,-0.0E+00,+0.0E+00
+997.55000E-06,-62.50000000E-03,+156.24999999E-03
+997.60000E-06,-62.50000000E-03,-156.24999998E-03
+997.65000E-06,-0.0E+00,-10.0000000000000E-12
