x-axis,1,2
second,Volt,Volt
-499.9975E-06,+29.0624212E-03,+5.6835938E-03
-498.9975E-06,+29.0311714E-03,+5.6835938E-03
-497.9975E-06,+28.9999215E-03,+5.6835938E-03
-496.9975E-06,+28.9686717E-03,+5.6835938E-03
-495.9975E-06,+28.9374219E-03,+5.6835938E-03
-494.9975E-06,+28.9061720E-03,+5.6835938E-03
-493.9975E-06,+28.8749222E-03,+5.6835938E-03
-492.9975E-06,+28.8436723E-03,+5.6835938E-03
-491.9975E-06,+28.8124225E-03,+5.6835938E-03
-490.9975E-06,+28.7811726E-03,+5.6835938E-03
-489.9975E-06,+28.7499994E-03,+5.6835938E-03
-488.9976E-06,+28.7499994E-03,+5.6835938E-03
-487.9976E-06,+28.7499994E-03,+5.6835938E-03
-486.9976E-06,+28.7499994E-03,+5.6835938E-03
-485.9976E-06,+28.7499994E-03,+5.6835938E-03
-484.9976E-06,+28.7499994E-03,+5.6835938E-03
-483.9976E-06,+28.7499994E-03,+5.6835938E-03
-482.9976E-06,+28.7499994E-03,+5.6835938E-03
-481.9976E-06,+28.7499994E-03,+5.6835938E-03
-480.9976E-06,+28.7499994E-03,+5.6835938E-03
-479.9976E-06,+28.7499994E-03,+5.6835938E-03
-478.9976E-06,+28.7499994E-03,+5.6835938E-03
-477.9976E-06,+28.7499994E-03,+5.6835938E-03
-476.9976E-06,+28.7499994E-03,+5.6835938E-03
-475.9976E-06,+28.7499994E-03,+5.6835938E-03
-474.9976E-06,+28.7499994E-03,+5.6835938E-03
-473.9976E-06,+28.7499994E-03,+5.6835938E-03
-472.9976E-06,+28.7499994E-03,+5.6835938E-03
-471.9976E-06,+28.7499994E-03,+5.6835938E-03
-470.9976E-06,+28.7499994E-03,+5.6835938E-03
-469.9977E-06,+28.7499259E-03,+5.6835938E-03
-468.9977E-06,+28.7186761E-03,+5.6835938E-03
-467.9977E-06,+28.6874262E-03,+5.6835938E-03
-466.9977E-06,+28.6561764E-03,+5.6835938E-03
-465.9977E-06,+28.6249265E-03,+5.6835938E-03
-464.9977E-06,+28.5936767E-03,+5.6835938E-03
-463.9977E-06,+28.5624269E-03,+5.6835938E-03
-462.9977E-06,+28.5311770E-03,+5.6835938E-03
-461.9977E-06,+28.4999272E-03,+5.6835938E-03
-460.9977E-06,+28.4686773E-03,+5.6835938E-03
-459.9977E-06,+28.4374994E-03,+5.6835938E-03
-458.9977E-06,+28.4374994E-03,+5.6835938E-03
-457.9977E-06,+28.4374994E-03,+5.6835938E-03
-456.9977E-06,+28.4374994E-03,+5.6835938E-03
