% Moku:Go Oscilloscope
% Channel A (Input 1), AC coupling, 1 x probe attenuation
% Channel B (Input 2), AC coupling, 1 x probe attenuation
% Time span 108.0 ms, time offset -29.93 us, Normal acquisition mode, no averaging
% Edge trigger: Channel A, level 999.0 mV, Auto mode, Both edge, Auto sensitivity, noise reject off, HF reject off
% Output 1 (off) - Sine, 10.000 000 000 000 MHz, 1.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg
% Output 2 (off) - Ramp, 50.000 000 000 kHz, 500.0 mVpp, offset 0.000 0 V, phase 0.000 000 deg, symmetry 90.00 %
% Acquired 2023-09-28 T 12:16:40 -0400
% Time (s), Channel A (Input 1) (V), Channel B (Input 2) (V)
9.074880000000e-03, 1.221300e-03, 2.808989e-02
9.180864000000e-03, -1.221300e-03, 2.564729e-02
9.286848000000e-03, 0.000000e+00, 2.564729e-02
9.392832000000e-03, 0.000000e+00, 2.931119e-02
9.498816000000e-03, -1.221300e-03, 3.053249e-02
9.604800000000e-03, 0.000000e+00, 3.053249e-02
9.710784000000e-03, 0.000000e+00, 3.297509e-02
9.816768000000e-03, 2.198339e-02, 5.129458e-02
9.922752000000e-03, -1.221300e-03, 3.297509e-02
1.002873600000e-02, 2.808989e-02, 1.587689e-02
1.013472000000e-02, 3.663899e-02, 0.000000e+00
1.024070400000e-02, 3.419639e-02, -2.442599e-03
1.034668800000e-02, 3.419639e-02, -2.442599e-03
1.045267200000e-02, 3.175379e-02, -2.442599e-03
1.055865600000e-02, 2.931119e-02, -1.221300e-03
1.066464000000e-02, 2.808989e-02, -2.442599e-03
1.077062400000e-02, 1.954079e-02, -3.663899e-03
1.087660800000e-02, 2.564729e-02, -8.549097e-03
1.098259200000e-02, 2.564729e-02, 3.663899e-03
1.108857600000e-02, 2.198339e-02, -1.221300e-03
1.119456000000e-02, 1.954079e-02, -2.442599e-03
1.130054400000e-02, 1.709819e-02, -2.442599e-03
1.140652800000e-02, 1.587689e-02, -2.442599e-03
1.151251200000e-02, 1.465559e-02, -2.442599e-03
1.161849600000e-02, 1.099170e-02, -1.221300e-03
1.172448000000e-02, 9.770396e-03, -1.221300e-03
1.183046400000e-02, 9.770396e-03, -2.442599e-03
1.193644800000e-02, 7.327797e-03, -1.221300e-03
1.204243200000e-02, 4.885198e-03, -1.221300e-03
1.214841600000e-02, 3.663899e-03, -1.221300e-03
1.225440000000e-02, 2.442599e-03, -1.221300e-03
1.236038400000e-02, 0.000000e+00, -2.442599e-03
1.246636800000e-02, -2.442599e-03, -1.221300e-03
1.257235200000e-02, -3.663899e-03, -1.221300e-03
1.267833600000e-02, -2.686859e-02, -9.770396e-03
1.278432000000e-02, -6.106498e-03, -4.885198e-03
1.289030400000e-02, -6.106498e-03, 1.221300e-03
1.299628800000e-02, -1.099170e-02, -2.442599e-03
1.310227200000e-02, -1.221300e-02, -2.442599e-03
1.320825600000e-02, -1.343429e-02, -1.221300e-03
1.331424000000e-02, -1.465559e-02, -2.442599e-03
1.342022400000e-02, -1.587689e-02, -2.442599e-03
1.352620800000e-02, -1.831949e-02, -2.442599e-03
1.363219200000e-02, -1.954079e-02, -2.442599e-03
1.373817600000e-02, -2.198339e-02, -1.221300e-03
1.384416000000e-02, -2.198339e-02, -1.221300e-03
1.395014400000e-02, -2.564729e-02, -2.442599e-03
1.405612800000e-02, -2.686859e-02, -1.221300e-03
1.416211200000e-02, -2.931119e-02, -2.442599e-03
1.426809600000e-02, -3.053249e-02, -1.221300e-03
1.437408000000e-02, -3.175379e-02, -1.221300e-03
1.448006400000e-02, -3.297509e-02, -1.221300e-03
1.458604800000e-02, -3.419639e-02, 0.000000e+00
1.469203200000e-02, -1.831949e-02, 0.000000e+00
1.479801600000e-02, -3.541769e-02, 0.000000e+00
1.490400000000e-02, -4.030288e-02, -1.221300e-03
1.500998400000e-02, -2.076209e-02, -2.198339e-02
1.511596800000e-02, 1.221300e-03, -4.030288e-02
1.522195200000e-02, 0.000000e+00, -3.786029e-02
1.532793600000e-02, 0.000000e+00, -3.541769e-02
1.543392000000e-02, -1.221300e-03, -3.419639e-02
1.553990400000e-02, 0.000000e+00, -3.053249e-02
1.564588800000e-02, 8.549097e-03, -2.564729e-02
1.575187200000e-02, 8.549097e-03, -2.198339e-02
1.585785600000e-02, 0.000000e+00, -2.564729e-02
1.596384000000e-02, 0.000000e+00, -2.442599e-02
1.606982400000e-02, 0.000000e+00, -2.198339e-02
1.617580800000e-02, 0.000000e+00, -2.076209e-02
1.628179200000e-02, 0.000000e+00, -1.709819e-02
1.638777600000e-02, 0.000000e+00, -1.709819e-02
1.649376000000e-02, 0.000000e+00, -1.343429e-02
1.659974400000e-02, -1.221300e-02, -2.442599e-02
1.670572800000e-02, 3.663899e-03, -4.885198e-03
1.681171200000e-02, 0.000000e+00, -8.549097e-03
1.691769600000e-02, -1.221300e-03, -6.106498e-03
1.702368000000e-02, 0.000000e+00, -6.106498e-03
1.712966400000e-02, 0.000000e+00, -4.885198e-03
1.723564800000e-02, -1.221300e-03, -2.442599e-03
1.734163200000e-02, 0.000000e+00, -1.221300e-03
1.744761600000e-02, 0.000000e+00, 1.221300e-03
1.755360000000e-02, -1.221300e-03, 2.442599e-03
1.765958400000e-02, 0.000000e+00, 4.885198e-03
1.776556800000e-02, -1.221300e-03, 7.327797e-03
1.787155200000e-02, 0.000000e+00, 7.327797e-03
1.797753600000e-02, 0.000000e+00, 1.099170e-02
1.808352000000e-02, 0.000000e+00, 1.221300e-02
1.818950400000e-02, -1.221300e-03, 1.343429e-02
1.829548800000e-02, 0.000000e+00, 1.343429e-02
1.840147200000e-02, 0.000000e+00, 1.587689e-02
1.850745600000e-02, 1.465559e-02, 2.076209e-02
1.861344000000e-02, 2.442599e-03, 2.076209e-02
1.871942400000e-02, -1.221300e-03, 2.198339e-02
1.882540800000e-02, -1.221300e-03, 2.076209e-02
1.893139200000e-02, 0.000000e+00, 2.320469e-02
1.903737600000e-02, -1.221300e-03, 2.564729e-02
1.914336000000e-02, 0.000000e+00, 2.686859e-02
1.924934400000e-02, 0.000000e+00, 2.686859e-02
1.935532800000e-02, -1.221300e-03, 2.931119e-02
1.946131200000e-02, -1.221300e-03, 3.053249e-02
1.956729600000e-02, -1.221300e-03, 3.175379e-02
1.967328000000e-02, -1.221300e-03, 3.297509e-02
1.977926400000e-02, -2.442599e-03, 3.419639e-02
1.988524800000e-02, -1.221300e-03, 3.541769e-02
1.999123200000e-02, 1.831949e-02, 1.587689e-02
2.009721600000e-02, 3.663899e-02, -1.221300e-03
2.020320000000e-02, 3.541769e-02, -1.221300e-03
2.030918400000e-02, 3.297509e-02, -1.221300e-03
2.041516800000e-02, 3.175379e-02, -1.221300e-03
2.052115200000e-02, 3.419639e-02, -4.885198e-03
2.062713600000e-02, 2.686859e-02, -1.221300e-03
2.073312000000e-02, 2.564729e-02, -2.442599e-03
2.083910400000e-02, 2.320469e-02, -2.442599e-03
2.094508800000e-02, 2.320469e-02, -1.221300e-03
2.105107200000e-02, 2.198339e-02, -1.221300e-03
2.115705600000e-02, 1.831949e-02, -2.442599e-03
2.126304000000e-02, 1.709819e-02, -1.221300e-03
2.136902400000e-02, 1.587689e-02, -2.442599e-03
2.147500800000e-02, 4.274548e-02, 2.076209e-02
2.158099200000e-02, -2.198339e-02, -2.808989e-02
2.168697600000e-02, 1.709819e-02, 3.663899e-03
2.179296000000e-02, 8.549097e-03, -1.221300e-03
2.189894400000e-02, 7.327797e-03, -1.221300e-03
2.200492800000e-02, 4.885198e-03, -2.442599e-03
2.211091200000e-02, 2.442599e-03, -1.221300e-03
2.221689600000e-02, 1.221300e-03, -2.442599e-03
2.232288000000e-02, 0.000000e+00, 0.000000e+00
2.242886400000e-02, -2.808989e-02, -1.954079e-02
2.253484800000e-02, 2.442599e-03, 6.106498e-03
2.264083200000e-02, -6.106498e-03, -1.221300e-03
2.274681600000e-02, -7.327797e-03, -1.221300e-03
2.285280000000e-02, -8.549097e-03, -1.221300e-03
2.295878400000e-02, -1.221300e-02, -1.221300e-03
2.306476800000e-02, -1.221300e-02, -1.221300e-03
2.317075200000e-02, -1.465559e-02, -1.221300e-03
2.327673600000e-02, -1.587689e-02, -2.442599e-03
2.338272000000e-02, -1.709819e-02, -1.221300e-03
2.348870400000e-02, -1.954079e-02, -1.221300e-03
2.359468800000e-02, -2.076209e-02, -1.221300e-03
2.370067200000e-02, -2.198339e-02, -1.221300e-03
2.380665600000e-02, -2.442599e-02, -1.221300e-03
2.391264000000e-02, -2.686859e-02, -2.442599e-03
2.401862400000e-02, -2.686859e-02, -1.221300e-03
2.412460800000e-02, -2.931119e-02, -1.221300e-03
2.423059200000e-02, -5.251588e-02, -9.770396e-03
2.433657600000e-02, -3.541769e-02, -7.327797e-03
2.444256000000e-02, -3.419639e-02, 2.442599e-03
2.454854400000e-02, -3.541769e-02, -1.221300e-03
2.465452800000e-02, -3.786029e-02, -2.442599e-03
2.476051200000e-02, -3.663899e-02, -2.442599e-03
2.486649600000e-02, -3.786029e-02, -2.442599e-03
2.497248000000e-02, -1.954079e-02, -2.198339e-02
2.507846400000e-02, 1.221300e-03, -3.908158e-02
2.518444800000e-02, 1.221300e-03, -3.786029e-02
2.529043200000e-02, 2.442599e-03, -3.419639e-02
2.539641600000e-02, 1.221300e-03, -3.419639e-02
2.550240000000e-02, 1.221300e-03, -3.175379e-02
2.560838400000e-02, 1.221300e-03, -2.931119e-02
2.571436800000e-02, 1.221300e-03, -2.808989e-02
2.582035200000e-02, 0.000000e+00, -2.442599e-02
2.592633600000e-02, 1.221300e-03, -2.320469e-02
2.603232000000e-02, 1.221300e-03, -2.076209e-02
2.613830400000e-02, 1.221300e-03, -2.076209e-02
2.624428800000e-02, -2.198339e-02, -2.931119e-02
2.635027200000e-02, 3.663899e-03, -1.587689e-02
2.645625600000e-02, 1.221300e-03, -1.221300e-02
2.656224000000e-02, 1.221300e-03, -1.221300e-02
2.666822400000e-02, 0.000000e+00, -9.770396e-03
2.677420800000e-02, 1.221300e-03, -9.770396e-03
2.688019200000e-02, 0.000000e+00, -7.327797e-03
2.698617600000e-02, 1.221300e-03, -6.106498e-03
2.709216000000e-02, 1.221300e-03, -2.442599e-03
2.719814400000e-02, -4.885198e-03, -6.106498e-03
2.730412800000e-02, 1.221300e-03, -7.327797e-03
2.741011200000e-02, 3.663899e-03, 6.106498e-03
2.751609600000e-02, 1.221300e-03, 3.663899e-03
2.762208000000e-02, 1.221300e-03, 4.885198e-03
2.772806400000e-02, 0.000000e+00, 7.327797e-03
2.783404800000e-02, 1.221300e-03, 7.327797e-03
2.794003200000e-02, 1.221300e-03, 9.770396e-03
2.804601600000e-02, 2.198339e-02, 2.931119e-02
2.815200000000e-02, -3.053249e-02, -1.465559e-02
2.825798400000e-02, 9.770396e-03, 1.954079e-02
2.836396800000e-02, 1.221300e-03, 1.587689e-02
2.846995200000e-02, 1.221300e-03, 1.709819e-02
2.857593600000e-02, 1.221300e-03, 1.831949e-02
2.868192000000e-02, 1.221300e-03, 1.954079e-02
2.878790400000e-02, 1.221300e-03, 2.320469e-02
2.889388800000e-02, 1.221300e-03, 2.320469e-02
2.899987200000e-02, 2.442599e-03, 2.564729e-02
2.910585600000e-02, 1.221300e-03, 2.564729e-02
2.921184000000e-02, 1.221300e-03, 2.808989e-02
2.931782400000e-02, 1.221300e-03, 2.808989e-02
2.942380800000e-02, 0.000000e+00, 3.053249e-02
2.952979200000e-02, 1.221300e-03, 3.175379e-02
2.963577600000e-02, 1.221300e-03, 3.175379e-02
2.974176000000e-02, 1.221300e-03, 3.419639e-02
2.984774400000e-02, 1.221300e-03, 3.541769e-02
2.995372800000e-02, 2.076209e-02, 6.106498e-03
3.005971200000e-02, 3.541769e-02, -7.327797e-03
3.016569600000e-02, 3.786029e-02, 1.221300e-03
3.027168000000e-02, 3.419639e-02, -1.221300e-03
3.037766400000e-02, 3.175379e-02, -1.221300e-03
3.048364800000e-02, 3.175379e-02, -2.442599e-03
3.058963200000e-02, 2.931119e-02, -2.442599e-03
3.069561600000e-02, 2.686859e-02, -2.442599e-03
3.080160000000e-02, 2.564729e-02, -2.442599e-03
3.090758400000e-02, 2.442599e-02, -1.221300e-03
3.101356800000e-02, 2.198339e-02, -1.221300e-03
3.111955200000e-02, 2.076209e-02, -2.442599e-03
3.122553600000e-02, 1.954079e-02, -2.442599e-03
3.133152000000e-02, 1.587689e-02, -2.442599e-03
3.143750400000e-02, 1.465559e-02, -1.221300e-03
3.154348800000e-02, 1.343429e-02, -2.442599e-03
3.164947200000e-02, 1.221300e-02, -1.221300e-03
3.175545600000e-02, 9.770396e-03, -1.221300e-03
3.186144000000e-02, 9.770396e-03, -2.442599e-03
3.196742400000e-02, -2.686859e-02, -1.831949e-02
3.207340800000e-02, 4.885198e-03, -4.885198e-03
3.217939200000e-02, 3.663899e-03, -1.221300e-03
3.228537600000e-02, 2.442599e-03, -1.221300e-03
3.239136000000e-02, 1.221300e-03, -1.221300e-03
3.249734400000e-02, -1.221300e-03, -1.221300e-03
3.260332800000e-02, -3.663899e-03, 0.000000e+00
3.270931200000e-02, -4.885198e-03, -2.442599e-03
3.281529600000e-02, -7.327797e-03, -2.442599e-03
3.292128000000e-02, -1.709819e-02, -2.442599e-03
3.302726400000e-02, -1.587689e-02, -1.221300e-02
3.313324800000e-02, -1.099170e-02, 2.442599e-03
3.323923200000e-02, -1.465559e-02, -1.221300e-03
3.334521600000e-02, -1.465559e-02, -2.442599e-03
3.345120000000e-02, -1.709819e-02, -1.221300e-03
3.355718400000e-02, -1.709819e-02, -1.221300e-03
3.366316800000e-02, -1.954079e-02, -2.442599e-03
3.376915200000e-02, -6.106498e-03, 1.099170e-02
3.387513600000e-02, -2.686859e-02, -2.442599e-03
3.398112000000e-02, -1.954079e-02, 1.221300e-03
3.408710400000e-02, -2.808989e-02, 0.000000e+00
3.419308800000e-02, -3.053249e-02, -1.221300e-03
3.429907200000e-02, -3.175379e-02, -2.442599e-03
3.440505600000e-02, -3.419639e-02, -1.221300e-03
3.451104000000e-02, -3.541769e-02, -1.221300e-03
3.461702400000e-02, -3.786029e-02, -1.221300e-03
3.472300800000e-02, -3.908158e-02, -1.221300e-03
3.482899200000e-02, -4.152418e-02, -1.221300e-03
3.493497600000e-02, -2.076209e-02, -2.076209e-02
3.504096000000e-02, 0.000000e+00, -3.908158e-02
3.514694400000e-02, 0.000000e+00, -3.663899e-02
3.525292800000e-02, 0.000000e+00, -3.419639e-02
3.535891200000e-02, -1.221300e-03, -3.297509e-02
3.546489600000e-02, 0.000000e+00, -3.175379e-02
3.557088000000e-02, 0.000000e+00, -2.931119e-02
3.567686400000e-02, 0.000000e+00, -2.686859e-02
3.578284800000e-02, -2.686859e-02, -3.541769e-02
3.588883200000e-02, -1.221300e-03, -2.686859e-02
3.599481600000e-02, 1.221300e-03, -1.954079e-02
3.610080000000e-02, 0.000000e+00, -1.954079e-02
3.620678400000e-02, 0.000000e+00, -1.709819e-02
3.631276800000e-02, -1.221300e-03, -1.587689e-02
3.641875200000e-02, -1.221300e-03, -1.343429e-02
3.652473600000e-02, -1.221300e-03, -1.221300e-02
3.663072000000e-02, -1.221300e-03, -9.770396e-03
3.673670400000e-02, 0.000000e+00, -8.549097e-03
3.684268800000e-02, 0.000000e+00, -6.106498e-03
3.694867200000e-02, 0.000000e+00, -6.106498e-03
3.705465600000e-02, 0.000000e+00, -4.885198e-03
3.716064000000e-02, 0.000000e+00, -2.442599e-03
3.726662400000e-02, 0.000000e+00, -1.221300e-03
3.737260800000e-02, 0.000000e+00, 2.442599e-03
3.747859200000e-02, 0.000000e+00, 3.663899e-03
3.758457600000e-02, -1.221300e-03, 4.885198e-03
3.769056000000e-02, -3.786029e-02, -7.327797e-03
3.779654400000e-02, -1.221300e-03, 3.663899e-03
3.790252800000e-02, 0.000000e+00, 1.099170e-02
3.800851200000e-02, 0.000000e+00, 1.221300e-02
3.811449600000e-02, 0.000000e+00, 1.343429e-02
3.822048000000e-02, 1.221300e-03, 1.465559e-02
3.832646400000e-02, 0.000000e+00, 1.587689e-02
3.843244800000e-02, 1.221300e-03, 1.831949e-02
3.853843200000e-02, 0.000000e+00, 1.831949e-02
3.864441600000e-02, 0.000000e+00, 2.076209e-02
3.875040000000e-02, 0.000000e+00, 2.198339e-02
3.885638400000e-02, 7.327797e-03, 2.442599e-02
3.896236800000e-02, 0.000000e+00, 2.931119e-02
3.906835200000e-02, 0.000000e+00, 2.686859e-02
3.917433600000e-02, 0.000000e+00, 2.686859e-02
3.928032000000e-02, 0.000000e+00, 2.931119e-02
3.938630400000e-02, 0.000000e+00, 2.931119e-02
3.949228800000e-02, 1.221300e-03, 3.175379e-02
3.959827200000e-02, 1.831949e-02, 4.763068e-02
3.970425600000e-02, 2.442599e-03, 3.419639e-02
3.981024000000e-02, 9.770396e-03, 3.908158e-02
3.991622400000e-02, 2.198339e-02, 1.709819e-02
4.002220800000e-02, 3.786029e-02, -2.442599e-03
4.012819200000e-02, 3.663899e-02, -2.442599e-03
4.023417600000e-02, 3.419639e-02, -2.442599e-03
4.034016000000e-02, 3.297509e-02, -1.221300e-03
4.044614400000e-02, 3.053249e-02, -2.442599e-03
4.055212800000e-02, 2.931119e-02, 0.000000e+00
4.065811200000e-02, 2.686859e-02, -1.221300e-03
4.076409600000e-02, 2.564729e-02, -2.442599e-03
4.087008000000e-02, 2.442599e-02, -2.442599e-03
4.097606400000e-02, 2.320469e-02, -1.221300e-03
4.108204800000e-02, 2.076209e-02, -2.442599e-03
4.118803200000e-02, 1.954079e-02, -1.221300e-03
4.129401600000e-02, 1.709819e-02, -2.442599e-03
4.140000000000e-02, 1.587689e-02, -1.221300e-03
4.150598400000e-02, -2.442599e-03, -6.106498e-03
4.161196800000e-02, 9.770396e-03, -8.549097e-03
4.171795200000e-02, 1.221300e-02, 2.442599e-03
4.182393600000e-02, 9.770396e-03, -2.442599e-03
4.192992000000e-02, 6.106498e-03, -1.221300e-03
4.203590400000e-02, 4.885198e-03, -2.442599e-03
4.214188800000e-02, 3.663899e-03, -1.221300e-03
4.224787200000e-02, 1.221300e-03, -1.221300e-03
4.235385600000e-02, 0.000000e+00, -1.221300e-03
4.245984000000e-02, -2.442599e-03, 0.000000e+00
4.256582400000e-02, -3.663899e-03, -1.221300e-03
4.267180800000e-02, -4.885198e-03, -2.442599e-03
4.277779200000e-02, -6.106498e-03, -1.221300e-03
4.288377600000e-02, -8.549097e-03, -1.221300e-03
4.298976000000e-02, -9.770396e-03, -1.221300e-03
4.309574400000e-02, -1.221300e-02, -1.221300e-03
4.320172800000e-02, -1.221300e-02, -1.221300e-03
4.330771200000e-02, -1.465559e-02, -2.442599e-03
4.341369600000e-02, -1.587689e-02, -1.221300e-03
4.351968000000e-02, -4.274548e-02, -8.549097e-03
4.362566400000e-02, -1.954079e-02, -7.327797e-03
4.373164800000e-02, -2.198339e-02, 0.000000e+00
4.383763200000e-02, -2.198339e-02, -1.221300e-03
4.394361600000e-02, -2.442599e-02, -1.221300e-03
4.404960000000e-02, -2.686859e-02, -2.442599e-03
4.415558400000e-02, -2.686859e-02, -1.221300e-03
4.426156800000e-02, -2.931119e-02, -1.221300e-03
4.436755200000e-02, -3.175379e-02, -2.442599e-03
4.447353600000e-02, -6.106498e-03, 2.198339e-02
4.457952000000e-02, -5.373718e-02, -1.954079e-02
4.468550400000e-02, -2.808989e-02, 2.442599e-03
4.479148800000e-02, -3.908158e-02, 1.221300e-03
4.489747200000e-02, -1.954079e-02, -2.198339e-02
4.500345600000e-02, 1.221300e-03, -3.908158e-02
4.510944000000e-02, 1.221300e-03, -3.663899e-02
4.521542400000e-02, 1.221300e-03, -3.419639e-02
4.532140800000e-02, 1.221300e-03, -3.297509e-02
4.542739200000e-02, 3.663899e-03, -3.175379e-02
4.553337600000e-02, 9.770396e-03, -2.931119e-02
4.563936000000e-02, 2.442599e-03, -2.442599e-02
4.574534400000e-02, 1.221300e-03, -2.442599e-02
4.585132800000e-02, 1.221300e-03, -2.320469e-02
4.595731200000e-02, 0.000000e+00, -2.076209e-02
4.606329600000e-02, 1.221300e-03, -1.954079e-02
4.616928000000e-02, 1.221300e-03, -1.831949e-02
4.627526400000e-02, 1.221300e-03, -1.587689e-02
4.638124800000e-02, 1.221300e-03, -1.465559e-02
4.648723200000e-02, 1.221300e-03, -1.343429e-02
4.659321600000e-02, 1.221300e-03, -9.770396e-03
4.669920000000e-02, 1.221300e-03, -8.549097e-03
4.680518400000e-02, 1.221300e-03, -6.106498e-03
4.691116800000e-02, 1.221300e-03, -4.885198e-03
4.701715200000e-02, 2.442599e-03, -3.663899e-03
4.712313600000e-02, 1.221300e-03, -2.442599e-03
4.722912000000e-02, 1.221300e-03, 0.000000e+00
4.733510400000e-02, -8.549097e-03, -6.106498e-03
4.744108800000e-02, 3.663899e-03, 4.885198e-03
4.754707200000e-02, 1.221300e-03, 7.327797e-03
4.765305600000e-02, 1.221300e-03, 7.327797e-03
4.775904000000e-02, 1.221300e-03, 9.770396e-03
4.786502400000e-02, 1.221300e-03, 9.770396e-03
4.797100800000e-02, 1.221300e-03, 1.221300e-02
4.807699200000e-02, 1.221300e-03, 1.343429e-02
4.818297600000e-02, 1.221300e-03, 1.465559e-02
4.828896000000e-02, 2.442599e-03, 1.709819e-02
4.839494400000e-02, 1.221300e-03, 1.709819e-02
4.850092800000e-02, 1.221300e-03, 2.076209e-02
4.860691200000e-02, 1.221300e-03, 2.076209e-02
4.871289600000e-02, 1.221300e-03, 2.198339e-02
4.881888000000e-02, 2.442599e-03, 2.442599e-02
4.892486400000e-02, 2.442599e-03, 2.564729e-02
4.903084800000e-02, 1.221300e-03, 2.686859e-02
4.913683200000e-02, 1.221300e-03, 2.686859e-02
4.924281600000e-02, 4.763068e-02, 6.350758e-02
4.934880000000e-02, 2.442599e-03, 2.320469e-02
4.945478400000e-02, 2.442599e-03, 3.663899e-02
4.956076800000e-02, 1.221300e-03, 3.297509e-02
4.966675200000e-02, 2.442599e-03, 3.419639e-02
4.977273600000e-02, 2.076209e-02, 1.831949e-02
4.987872000000e-02, 4.030288e-02, -2.442599e-03
4.998470400000e-02, 3.908158e-02, -1.221300e-03
5.009068800000e-02, 3.663899e-02, -2.442599e-03
5.019667200000e-02, 2.931119e-02, -2.442599e-03
5.030265600000e-02, 1.954079e-02, -1.587689e-02
5.040864000000e-02, 3.541769e-02, 4.885198e-03
5.051462400000e-02, 2.931119e-02, -1.221300e-03
5.062060800000e-02, 2.686859e-02, -2.442599e-03
5.072659200000e-02, 2.564729e-02, -1.221300e-03
5.083257600000e-02, 2.320469e-02, -2.442599e-03
5.093856000000e-02, 2.198339e-02, -1.221300e-03
5.104454400000e-02, 2.076209e-02, -1.221300e-03
5.115052800000e-02, 1.831949e-02, -2.442599e-03
5.125651200000e-02, 2.198339e-02, -3.663899e-03
5.136249600000e-02, 1.587689e-02, 2.442599e-03
5.146848000000e-02, 1.343429e-02, -2.442599e-03
5.157446400000e-02, 1.221300e-02, -1.221300e-03
5.168044800000e-02, 9.770396e-03, -2.442599e-03
5.178643200000e-02, 7.327797e-03, -1.221300e-03
5.189241600000e-02, 6.106498e-03, -1.221300e-03
5.199840000000e-02, 4.885198e-03, -1.221300e-03
5.210438400000e-02, 2.442599e-03, -1.221300e-03
5.221036800000e-02, 1.221300e-03, -1.221300e-03
5.231635200000e-02, 0.000000e+00, -1.221300e-03
5.242233600000e-02, -2.442599e-03, -2.442599e-03
5.252832000000e-02, -4.885198e-03, -1.221300e-03
5.263430400000e-02, -6.106498e-03, -1.221300e-03
5.274028800000e-02, -8.549097e-03, -1.221300e-03
5.284627200000e-02, -9.770396e-03, -2.442599e-03
5.295225600000e-02, -1.099170e-02, -1.221300e-03
5.305824000000e-02, -4.885198e-02, -1.709819e-02
5.316422400000e-02, -1.709819e-02, -7.327797e-03
5.327020800000e-02, -1.465559e-02, 2.442599e-03
5.337619200000e-02, -1.709819e-02, -1.221300e-03
5.348217600000e-02, -1.954079e-02, -2.442599e-03
5.358816000000e-02, -2.198339e-02, 0.000000e+00
5.369414400000e-02, -2.198339e-02, -2.442599e-03
5.380012800000e-02, -2.442599e-02, -2.442599e-03
5.390611200000e-02, -2.564729e-02, 0.000000e+00
5.401209600000e-02, -2.808989e-02, -1.221300e-03
5.411808000000e-02, -2.808989e-02, -1.221300e-03
5.422406400000e-02, -3.053249e-02, -1.221300e-03
5.433004800000e-02, -3.175379e-02, -2.442599e-03
5.443603200000e-02, -1.343429e-02, -1.587689e-02
