% Moku:Go Oscilloscope
% Channel A (Input 1), AC coupling, 1 x probe attenuation
% Channel B (Input 2), DC coupling, 1 x probe attenuation
% Time span 985.6 us, time offset -29.93 us, Normal acquisition mode, 3 averages
% Edge trigger: Channel B, level 999.0 mV, Normal mode, Both edge, Auto sensitivity, noise reject off, HF reject off
% Output 1 (off) - Sine, 10.000 000 000 000 MHz, 1.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg
% Output 2 (off) - Ramp, 50.000 000 000 kHz, 500.0 mVpp, offset 0.000 0 V, phase 0.000 000 deg, symmetry 90.00 %
% Acquired 2023-09-28 T 12:10:02 -0400
% Time (s), Channel B (Input 2) (V)
4.627840000000e-04, 1.074744e-01
4.638080000000e-04, 1.135809e-01
4.648320000000e-04, 1.233513e-01
4.658560000000e-04, 1.319003e-01
4.668800000000e-04, 1.380068e-01
4.679040000000e-04, 1.465559e-01
4.689280000000e-04, 1.514411e-01
4.699520000000e-04, 1.575476e-01
4.709760000000e-04, 1.636541e-01
4.720000000000e-04, 1.697606e-01
4.730240000000e-04, 1.734245e-01
4.740480000000e-04, 1.795310e-01
4.750720000000e-04, 1.819736e-01
4.760960000000e-04, 1.831949e-01
4.771200000000e-04, 1.844162e-01
4.781440000000e-04, 1.844162e-01
4.791680000000e-04, 1.807523e-01
4.801920000000e-04, 1.783097e-01
4.812160000000e-04, 1.722032e-01
4.822400000000e-04, 1.673180e-01
4.832640000000e-04, 1.624328e-01
4.842880000000e-04, 1.563263e-01
4.853120000000e-04, 1.502198e-01
4.863360000000e-04, 1.441133e-01
4.873600000000e-04, 1.343429e-01
4.883840000000e-04, 1.257939e-01
4.894080000000e-04, 1.184661e-01
4.904320000000e-04, 1.099170e-01
4.914560000000e-04, 1.001466e-01
4.924800000000e-04, 9.159746e-02
4.935040000000e-04, 8.060577e-02
4.945280000000e-04, 7.083537e-02
4.955520000000e-04, 6.106498e-02
4.965760000000e-04, 5.007328e-02
4.976000000000e-04, 3.786029e-02
4.986240000000e-04, 2.686859e-02
4.996480000000e-04, 1.465559e-02
5.006720000000e-04, 4.885198e-03
5.016960000000e-04, -8.549097e-03
5.027200000000e-04, -1.954079e-02
5.037440000000e-04, -3.053249e-02
5.047680000000e-04, -4.152418e-02
5.057920000000e-04, -5.251588e-02
5.068160000000e-04, -6.350758e-02
5.078400000000e-04, -7.327797e-02
5.088640000000e-04, -8.426967e-02
5.098880000000e-04, -9.159746e-02
5.109120000000e-04, -1.013679e-01
5.119360000000e-04, -1.099170e-01
5.129600000000e-04, -1.184661e-01
5.139840000000e-04, -1.245726e-01
5.150080000000e-04, -1.319003e-01
5.160320000000e-04, -1.404494e-01
5.170560000000e-04, -1.441133e-01
5.180800000000e-04, -1.526624e-01
5.191040000000e-04, -1.563263e-01
5.201280000000e-04, -1.599902e-01
5.211520000000e-04, -1.624328e-01
5.221760000000e-04, -1.648754e-01
5.232000000000e-04, -1.660967e-01
5.242240000000e-04, -1.685393e-01
5.252480000000e-04, -1.697606e-01
5.262720000000e-04, -1.709819e-01
5.272960000000e-04, -1.685393e-01
5.283200000000e-04, -1.660967e-01
5.293440000000e-04, -1.660967e-01
5.303680000000e-04, -1.624328e-01
5.313920000000e-04, -1.587689e-01
5.324160000000e-04, -1.563263e-01
5.334400000000e-04, -1.514411e-01
5.344640000000e-04, -1.453346e-01
5.354880000000e-04, -1.404494e-01
5.365120000000e-04, -1.343429e-01
5.375360000000e-04, -1.270152e-01
5.385600000000e-04, -1.196874e-01
5.395840000000e-04, -1.123596e-01
5.406080000000e-04, -1.038105e-01
5.416320000000e-04, -9.648266e-02
5.426560000000e-04, -8.793357e-02
5.436800000000e-04, -7.816317e-02
5.447040000000e-04, -6.961407e-02
5.457280000000e-04, -5.862238e-02
5.467520000000e-04, -4.885198e-02
5.477760000000e-04, -3.908158e-02
5.488000000000e-04, -2.931119e-02
5.498240000000e-04, -1.831949e-02
5.508480000000e-04, -6.106498e-03
5.518720000000e-04, 4.885198e-03
5.528960000000e-04, 1.465559e-02
5.539200000000e-04, 2.686859e-02
5.549440000000e-04, 2.686859e-02
5.559680000000e-04, 6.106498e-03
5.569920000000e-04, -3.663899e-03
5.580160000000e-04, -1.587689e-02
5.590400000000e-04, -2.686859e-02
5.600640000000e-04, -3.786029e-02
5.610880000000e-04, -4.885198e-02
5.621120000000e-04, -5.862238e-02
5.631360000000e-04, -6.961407e-02
5.641600000000e-04, -7.938447e-02
5.651840000000e-04, -8.915487e-02
5.662080000000e-04, -9.770396e-02
5.672320000000e-04, -1.062531e-01
5.682560000000e-04, -1.123596e-01
5.692800000000e-04, -1.221300e-01
5.703040000000e-04, -1.306790e-01
5.713280000000e-04, -1.380068e-01
5.723520000000e-04, -1.428920e-01
5.733760000000e-04, -1.489985e-01
5.744000000000e-04, -1.551050e-01
5.754240000000e-04, -1.587689e-01
5.764480000000e-04, -1.612115e-01
5.774720000000e-04, -1.648754e-01
5.784960000000e-04, -1.660967e-01
5.795200000000e-04, -1.685393e-01
5.805440000000e-04, -1.709819e-01
5.815680000000e-04, -1.709819e-01
5.825920000000e-04, -1.697606e-01
5.836160000000e-04, -1.685393e-01
5.846400000000e-04, -1.673180e-01
